sezione,votanti,votantiUomini,votantiDonne,ubicazione,numeroElettori,affluenzaPercentuale
342,110,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1033,10.6485963214
47,97,0,0,"SCUOLA DELL'INFANZIA""PASS.DEI PICCIOTTI"" PASSAGGIO DEI PICCIOTTI N.3",912,10.6359649123
101,114,0,0,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",1073,10.624417521
41,89,0,0,"SCUOLA PRIMARIA ""VALVERDE"" VIA VALVERDE N.2",839,10.6078665077
103,120,0,0,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1132,10.6007067138
59,107,0,0,"SCUOLA PRIMARIA ""CAVALLARI"" CORSO DEI MILLE N.793",1010,10.5940594059
559,110,0,0,"SCUOLA SEC. 1Â° GRADO ""SALEMI"" VIA SALEMI FRANCESCO GEN. N.22",1040,10.5769230769
308,86,0,0,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",815,10.5521472393
311,106,0,0,"SCUOLA ELEMENTARE ""CASTROGIOVANNI"" VIA CRISTODULO AMMMIRAGLIO N.3",1005,10.5472636816
341,77,0,0,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",732,10.5191256831
581,108,0,0,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53",1032,10.4651162791
507,96,0,0,"SCUOLA PRIM.E DELL'INFANZ.""BONANNO"" VIA PITRE' GIUSEPPE N.183",919,10.4461371055
317,121,0,0,"SCUOLA PRIMARIA ""NAZARIO SAURO"" VIALE AMEDEO D'AOSTA N.20",1159,10.4400345125
31,102,0,0,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",979,10.4187946885
162,85,0,0,"SCUOLA SECOND.I GRADO ""DANTE ALIGHIERI"" VIA MARTURANO RUGGERO N.79",817,10.4039167687
524,101,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.2 VIA BARISANO DA TRANI N.7",973,10.3802672148
11,126,0,0,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30",1215,10.3703703704
320,102,0,0,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",984,10.3658536585
441,80,0,0,"SCUOLA PRIMARIA E DELL'INF.""IEVOLELLA"" VIA SERRADIFALCO N.3",776,10.3092783505
447,84,0,0,"SCUOLA PRIMARIA ""DE AMICIS"" VIA ROSSO DI S.SECONDO N.1",817,10.2815177479
460,108,0,0,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1053,10.2564102564
275,83,0,0,"ISTITUTO COMPRENSIVO ""FALCONE"" VIA BASILE ERNESTO N.170",811,10.2342786683
303,100,0,0,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40",982,10.183299389
352,126,0,0,"SCUOLA PRIMARIA ""VILLAGRAZIA"" VIA VILLAGRAZIA N.298",1239,10.1694915254
294,79,0,0,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",777,10.1673101673
160,88,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",867,10.1499423299
6,108,0,0,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1065,10.1408450704
345,118,0,0,"SCUOLA ELEMENTARE ""MANCINO"" VIA BELMONTE CHIAVELLI N.111/D",1167,10.1113967438
289,88,0,0,"SCUOLA PRIMARIA ""GIOBERTI"" VIA LAZZARO CARMELO N.1",872,10.0917431193
566,83,0,0,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",823,10.085054678
315,85,0,0,"SCUOLA PRIMARIA ""CAVALLARI"" CORSO DEI MILLE N.793",848,10.0235849057
421,109,0,0,"SCUOLA PRIMARIA ""RIZZO"" VIA SERGIO PAPA I N.21/D",1092,9.98168498168
329,100,0,0,"SCUOLA PRIMARIA ""NUOVO PAGLIARELLI"" VIA VILLANI GIOVANNI N.40",1003,9.97008973081
257,91,0,0,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",913,9.96714129244
332,95,0,0,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",956,9.93723849372
515,97,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",977,9.92835209826
274,76,0,0,"SCUOLA PRIMARIA ""MONTEGRAPPA"" VIA ROCCELLA GUSTAVO N.37",769,9.88296488947
196,105,0,0,"SCUOLA PRIMARIA E DELL'INF. ""SALERNO"" VIA SALERNO N.19",1069,9.82226379794
556,81,0,0,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",825,9.81818181818
282,90,0,0,"SCUOLA PRIMARIA ""NATOLI"" CORSO DEI MILLE N.1486",917,9.81461286805
76,110,0,0,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1123,9.79519145147
417,69,0,0,"SCUOLA PRIMARIA ""PADRE PUGLISI"" VIA GIANNOTTA NICOLO' N.4",705,9.78723404255
444,86,0,0,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",885,9.71751412429
154,94,0,0,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",968,9.71074380165
516,126,0,0,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30",1298,9.70724191063
348,113,0,0,"SCUOLA PRIMARIA ""BARONE DELLA SCALA"" BAGLIO BARONE DELLA SCALA N.22",1165,9.69957081545
227,86,0,0,"SCUOLA PRIMARIA ""MEDAGLIE D'ORO"" VIA DEODATO PIER LUIGI N.7",891,9.65207631874
234,92,0,0,"SCUOLA PRIM.E DELL'INFANZ.""BONANNO"" VIA PITRE' GIUSEPPE N.183",955,9.6335078534
427,93,0,0,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",966,9.62732919255
439,94,0,0,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",981,9.58205912334
306,79,0,0,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",826,9.56416464891
83,118,0,0,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1235,9.55465587045
301,75,0,0,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",785,9.55414012739
211,90,0,0,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",946,9.51374207188
596,74,0,0,"SCUOLA SECOND.I GR.""LEONARDO DA VINCI"" VIA SERRADIFALCO N.190",779,9.49935815148
298,66,0,0,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",695,9.4964028777
71,96,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",1014,9.4674556213
309,85,0,0,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",898,9.46547884187
327,99,0,0,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",1048,9.4465648855
231,112,0,0,"SCUOLA PRIMARIA ""VILLAGRAZIA"" VIA VILLAGRAZIA N.298",1186,9.44350758853
229,92,0,0,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",984,9.34959349593
188,95,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1020,9.3137254902
440,70,0,0,"SCUOLA PRIMARIA E DELL'INF.""IEVOLELLA"" VIA SERRADIFALCO N.3",752,9.3085106383
338,102,0,0,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",1098,9.28961748634
36,100,0,0,"SCUOLA PRIMARIA ""VALVERDE"" VIA VALVERDE N.2",1078,9.27643784787
380,106,0,0,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1144,9.26573426573
139,93,0,0,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1007,9.23535253227
159,85,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",922,9.21908893709
232,81,0,0,"SCUOLA PRIMARIA E DELL'INF.""IEVOLELLA"" VIA SERRADIFALCO N.3",879,9.21501706485
277,80,0,0,"ISTITUTO COMPRENSIVO ""FALCONE"" VIA BASILE ERNESTO N.170",876,9.13242009132
586,82,0,0,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",899,9.1212458287
245,75,0,0,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",828,9.05797101449
85,83,0,0,ISTITUTO MAGISTRALE REGINA MARGHERITA PIAZZA CASA PROFESSA N.3/B,918,9.04139433551
75,80,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",885,9.0395480226
398,91,0,0,"SCUOLA PRIMARIA ""SAN DOMENICO SAVIO"" VIALE DELLA RESURREZIONE N.1",1013,8.98321816387
12,102,0,0,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1138,8.96309314587
591,82,0,0,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",917,8.94220283533
246,77,0,0,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",863,8.92236384705
551,78,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",875,8.91428571429
164,83,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",934,8.88650963597
580,101,0,0,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",1138,8.87521968366
138,101,0,0,"SCUOLA PRIMARIA ""NATOLI"" CORSO DEI MILLE N.1486",1140,8.85964912281
592,96,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1091,8.79926672777
443,66,0,0,"SCUOLA PRIMARIA ""DE AMICIS"" VIA ROSSO DI S.SECONDO N.1",756,8.73015873016
95,69,0,0,"SCUOLA PRIMARIA E DELL'INF. ""NUCCIO"" VIA MONGITORE ANTONINO N.4",794,8.69017632242
89,70,0,0,"SCUOLA PRIMARIA E DELL'INF. ""NUCCIO"" VIA MONGITORE ANTONINO N.4",809,8.65265760198
347,114,0,0,"SCUOLA PRIMARIA ""BARONE DELLA SCALA"" BAGLIO BARONE DELLA SCALA N.22",1326,8.59728506787
135,92,0,0,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1073,8.57409133271
230,80,0,0,"SCUOLA PRIMARIA ""TOMASINO BARTOLOMEO"" VIA S.MARIA DI GESU' N.89",935,8.55614973262
271,93,0,0,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1097,8.47766636281
105,70,0,0,"SCUOLA PRIMARIA E DELL'INF. ""SALERNO"" VIA SALERNO N.19",832,8.41346153846
402,79,0,0,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",940,8.40425531915
259,64,0,0,"SCUOLA PRIMARIA ""DEL VESPRO"" VIA OS.1 N.2",763,8.3879423329
16,79,0,0,"SCUOLA SECOND.I GRADO ""PIRANDELLO"" VIA DELL'USIGNOLO N.5",951,8.30704521556
473,75,0,0,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",909,8.25082508251
458,87,0,0,"SCUOLA SECOND.I GRADO ""PIRANDELLO"" VIA DELL'USIGNOLO N.5",1055,8.24644549763
582,68,0,0,"SCUOLA PRIMARIA E DELL'INF. ""NUCCIO"" VIA MONGITORE ANTONINO N.4",832,8.17307692308
242,70,0,0,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",857,8.16802800467
594,78,0,0,"SCUOLA PRIMARIA ""G. COSTA"" VIA UGHETTI GIOVANBATTISTA N.27",957,8.15047021944
126,84,0,0,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1033,8.1316553727
37,80,0,0,"SCUOLA PRIMARIA ""VALVERDE"" VIA VALVERDE N.2",986,8.11359026369
140,86,0,0,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1061,8.10556079171
19,98,0,0,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",1210,8.09917355372
247,71,0,0,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",884,8.03167420814
379,52,0,0,"SCUOLA PRIMARIA ""PADRE PUGLISI"" VIA GIANNOTTA NICOLO' N.4",649,8.01232665639
43,66,0,0,"SCUOLA PRIMARIA ""VALVERDE"" VIA VALVERDE N.2",846,7.80141843972
572,83,0,0,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",1064,7.8007518797
330,71,0,0,"SCUOLA PRIMARIA ""BIXIO"" VIA CASSARO N.2",912,7.7850877193
292,53,0,0,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",681,7.78267254038
280,85,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1116,7.6164874552
476,61,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",801,7.61548064919
454,79,0,0,"SCUOLA PRIMARIA ""NUOVO PAGLIARELLI"" VIA VILLANI GIOVANNI N.40",1053,7.50237416904
496,58,0,0,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",777,7.46460746461
82,89,0,0,"SCUOLA ELEMENTARE ""MANCINO"" VIA BELMONTE CHIAVELLI N.111/D",1195,7.44769874477
425,71,0,0,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",954,7.44234800839
324,77,0,0,"SCUOLA PRIMARIA ""RANDAZZO"" VIA SPERONE N.79",1035,7.43961352657
114,63,0,0,ISTITUTO MAGISTRALE REGINA MARGHERITA PIAZZA CASA PROFESSA N.3/B,853,7.3856975381
410,63,0,0,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",854,7.37704918033
335,78,0,0,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",1058,7.37240075614
241,64,0,0,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",872,7.33944954128
53,65,0,0,"SCUOLA PRIMARIA ""GIOBERTI"" VIA LAZZARO CARMELO N.1",886,7.33634311512
288,56,0,0,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",766,7.31070496084
483,60,0,0,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",822,7.29927007299
146,123,0,0,"SCUOLA PRIMARIA ""ETTORE ARCULEO"" VIA SCHIFANI VITO N.3",1708,7.20140515222
564,73,0,0,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",1034,7.05996131528
267,60,0,0,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",851,7.05052878966
373,51,0,0,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",725,7.03448275862
129,75,0,0,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",1069,7.01590271282
115,53,0,0,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",760,6.97368421053
354,66,0,0,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",955,6.9109947644
475,57,0,0,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",833,6.84273709484
318,68,0,0,"SCUOLA PRIMARIA ""NAZARIO SAURO"" VIALE AMEDEO D'AOSTA N.20",1011,6.72601384768
457,67,0,0,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",998,6.71342685371
72,77,0,0,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1185,6.49789029536
98,50,0,0,"SCUOLA PRIMARIA E DELL'INF. ""NUCCIO"" VIA MONGITORE ANTONINO N.4",774,6.45994832041
10,61,0,0,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",946,6.44820295983
527,53,0,0,"SCUOLA SECOND.I GRADO ""PIRANDELLO"" VIA DELL'USIGNOLO N.5",824,6.43203883495
399,71,0,0,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",1111,6.39063906391
406,62,0,0,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",972,6.37860082305
337,70,0,0,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",1100,6.36363636364
480,72,0,0,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",1144,6.29370629371
569,43,0,0,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",751,5.72569906791
339,58,0,0,"SCUOLA PRIMARIA ""G. COSTA"" VIA UGHETTI GIOVANBATTISTA N.27",1099,5.27752502275
442,47,0,0,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",891,5.27497194164
136,50,0,0,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",984,5.08130081301
534,54,0,0,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",1063,5.07996237065
493,43,0,0,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",1051,4.09134157945
67,29,0,0,ISTITUTO MAGISTRALE REGINA MARGHERITA PIAZZA CASA PROFESSA N.3/B,789,3.67553865653
63,33,0,0,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1909,1.72865374542
