sezione,votanti,votantiUomini,votantiDonne,ubicazione,numeroElettori,affluenzaPercentuale
93,137,0,0,"SCUOLA SECOND.I GRADO ""A.GRAMSCI"" VIA ARCOLEO GIUSEPPE N.78",696,19.683908046
64,171,0,0,"SCUOLA PRIMARIA ""DE STEFANO"" VIA DE STEFANO ANTONINO N.1/C",869,19.6777905639
128,190,0,0,"SCUOLA SECOND.I GRADO ""ARCHIMEDE"" PIAZZA CASTELNUOVO N.40",966,19.66873706
177,170,0,0,"SCUOLA PRIMARIA ""RAPISARDI"" VIA CALTANISSETTA N.27",865,19.6531791908
147,179,0,0,"DIREZIONE DIDATTICA ""DE GASPERI"" PIAZZA GIOVANNI PAOLO II PAPA N.24",911,19.6487376509
532,176,0,0,"SCUOLA PRIMARIA ""GIOVANNI XXIII"" VIA SAMPOLO N.63",897,19.6209587514
191,185,0,0,"SCUOLA SECOND.I GRADO ""GENTILI"" VIA LO JACONO FRANCESCO N.1",943,19.6182396607
94,177,0,0,"SCUOLA PRIMARIA ""TRINACRIA"" VIA TRINACRIA N.1",905,19.5580110497
561,210,0,0,"SCUOLA PRIMARIA E INFANZIA ""M.GANDHI"" VIA SARDEGNA N.55",1074,19.5530726257
426,197,0,0,"SCUOLA PRIM.E DELL'INFANZ.""LAMBRUSCHINI"" VIA DON GIOVANNI MINZONI N.1",1008,19.5436507937
88,175,0,0,"SCUOLA PRIMARIA ""BRAGAGLIA"" VIA BRAGAGLIA MARINELLA N.23",897,19.5094760312
25,242,0,0,"SCUOLA PRIMARIA ""PAULSEN"" P.LE CARPINO FRANCESCO CARD. N.3",1247,19.4065757819
149,160,0,0,"SCUOLA PRIMARIA ""G.FAVA"" VIA MONTE S.CALOGERO N.20",825,19.3939393939
62,179,0,0,"SCUOLA PRIMARIA ""TRINACRIA"" VIA TRINACRIA N.1",923,19.3932827736
240,178,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" VIA GIOTTO N.41",919,19.3688792165
574,190,0,0,"SCUOLA PRIMARIA ""PALAGONIA"" VIA PRINCIPE DI PALAGONIA N.46",981,19.3679918451
148,189,0,0,"SCUOLA SECOND. DI I GRADO ""PIAZZI"" VIA RUTELLI MARIO N.50",982,19.2464358452
238,161,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" VIA GIOTTO N.41",838,19.2124105012
526,194,0,0,"SCUOLA DELL'INFANZIA ""TOMASELLI"" VIA ABRUZZI N.2",1011,19.1889218595
192,194,0,0,"SCUOLA SECOND.I GRADO ""ARCHIMEDE"" PIAZZA CASTELNUOVO N.40",1013,19.1510365252
144,185,0,0,"SCUOLA PRIMARIA ""COLLODI"" VIA BRIUCCIA N.89",967,19.1313340228
577,159,0,0,"SCUOLA PRIMARIA ""GARZILLI"" VIA ISONZO N.7",840,18.9285714286
452,183,0,0,"SCUOLA PRIMARIA ""BERNINI"" VIA PAPALEO PIETRO N.8",968,18.9049586777
575,176,0,0,"SCUOLA PRIMARIA E INFANZIA ""M.GANDHI"" VIA SARDEGNA N.55",937,18.7833511206
153,191,0,0,"SCUOLA PRIMARIA ""GIOVANNI XXIII"" VIA SAMPOLO N.63",1017,18.7807276303
470,184,0,0,"SCUOLA PRIMARIA ""ALMEJDA - PITRE'"" VIA DAMIANI ALMEJDA N.27",981,18.7563710499
501,185,0,0,"SCUOLA SECOND. DI I GRADO ""PIAZZI"" VIA RUTELLI MARIO N.50",987,18.7436676798
436,170,0,0,"SCUOLA SECOND.I GR.E PRIM.""VERDI"" VIA CASELLA ALFREDO N.35",908,18.7224669604
358,155,0,0,"SCUOLA SECOND.I GR. ""LEONARDO DA VINCI"" VIA DI GIORGI FERDINANDO N.48",828,18.7198067633
403,160,0,0,"SCUOLA SECOND.DI I GRADO ""MARCONI"" VIA DI GIORGIO ANTONINO GEN. N.4",858,18.648018648
465,173,0,0,"SCUOLA SECOND.DI I GRADO ""MARCONI"" VIA DI GIORGIO ANTONINO GEN. N.4",929,18.6221743811
185,162,0,0,"SCUOLA PRIMARIA ""RAPISARDI"" VIA CALTANISSETTA N.27",870,18.6206896552
209,141,0,0,"SCUOLA PRIMARIA E INFANZIA ""M.GANDHI"" VIA SARDEGNA N.55",758,18.6015831135
517,147,0,0,"SCUOLA PRIMARIA ""MEDAGLIE D'ORO"" VIA DEODATO PIER LUIGI N.7",791,18.5840707965
555,172,0,0,"SCUOLA PRIMARIA ""GARZILLI"" VIA ISONZO N.7",928,18.5344827586
173,167,0,0,"SCUOLA SECOND.I GRADO ""GENTILI"" VIA LO JACONO FRANCESCO N.1",907,18.4123484013
525,200,0,0,"SCUOLA DELL'INFANZIA ""TOMASELLI"" VIA ABRUZZI N.2",1087,18.3992640294
512,168,0,0,"SCUOLA SEC. 1Â° GRADO ""SALEMI"" VIA SALEMI FRANCESCO GEN. N.22",914,18.3807439825
169,161,0,0,"SCUOLA SECOND.I GRADO ""DANTE ALIGHIERI"" VIA MARTURANO RUGGERO N.79",877,18.3580387685
20,154,0,0,"SCUOLA PRIMARIA ""G.FAVA"" VIA MONTE S.CALOGERO N.20",839,18.3551847437
412,174,0,0,"SCUOLA PRIMARIA ""BENTIVEGNA"" VIA S.LORENZO N.85",951,18.2965299685
109,132,0,0,"SCUOLA PRIMARIA ""COLLODI"" VIA BRIUCCIA N.89",725,18.2068965517
66,215,0,0,"SCUOLA PRIMARIA ""PASCOLI"" VIA NETTUNO N.7",1181,18.2049110923
77,119,0,0,"SCUOLA PRIMARIA ""BERNINI"" VIA PAPALEO PIETRO N.8",654,18.1957186544
44,158,0,0,"SCUOLA PRIMARIA ""UMBERTO GIORDANO"" VIA DAIDONE N.24",870,18.1609195402
161,150,0,0,"SCUOLA SECOND.I GRADO ""DANTE ALIGHIERI"" VIA MARTURANO RUGGERO N.79",829,18.0940892642
535,180,0,0,"SCUOLA SECOND. DI I GRADO ""PIAZZI"" VIA RUTELLI MARIO N.50",995,18.0904522613
407,141,0,0,"DIREZIONE DIDATTICA ""DE GASPERI"" PIAZZA GIOVANNI PAOLO II PAPA N.24",781,18.0537772087
307,147,0,0,"SCUOLA PRIMARIA ""G.FAVA"" VIA MONTE S.CALOGERO N.20",815,18.036809816
250,177,0,0,"SCUOLA PRIMARIA ""SALGARI"" VIA PARATORE GIUSEPPE N.34",982,18.0244399185
34,173,0,0,"SCUOLA SECOND. DI I GRADO ""VERDI"" VIA FERMI ENRICO N.2",961,18.0020811655
260,200,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" VIA GIOTTO N.41",1113,17.9694519317
401,145,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",807,17.9677819083
503,152,0,0,"SCUOLA PRIM.E DELL'INFANZ.""LAMBRUSCHINI"" VIA DON GIOVANNI MINZONI N.1",846,17.9669030733
137,132,0,0,"SCUOLA SECOND.I GRADO ""V.E.ORLANDO"" VIA LUSSEMBURGO N.103",735,17.9591836735
302,182,0,0,"SCUOLA PRIMARIA ""PAULSEN"" P.LE CARPINO FRANCESCO CARD. N.3",1018,17.8781925344
180,135,0,0,"SCUOLA PRIMARIA ""RAPISARDI"" VIA CALTANISSETTA N.27",756,17.8571428571
24,153,0,0,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40",859,17.8114086147
118,166,0,0,"SCUOLA PRIMARIA ""LA MASA"" VIA LA MASA GIUSEPPE N.17",934,17.7730192719
179,148,0,0,"SC.SECOND.I GRADO ""DEL FERVORE"" VIA DEL FERVORE N.5",833,17.7671068427
283,167,0,0,"SCUOLA PRIMARIA ""COLLODI"" VIA BRIUCCIA N.89",941,17.747077577
363,177,0,0,"SCUOLA SECOND. DI I GRADO ""PIAZZI"" VIA RUTELLI MARIO N.50",998,17.7354709419
392,191,0,0,"SCUOLA PRIMARIA ""ROSARIO GREGORIO"" VIA MARINAI ALLIATA N.33",1077,17.7344475395
81,164,0,0,"SCUOLA PRIMARIA ""SAN LORENZO"" VIA S.LORENZO N.89",925,17.7297297297
212,180,0,0,"SCUOLA DELL'INFANZIA ""TOMASELLI"" VIA ABRUZZI N.2",1016,17.7165354331
393,206,0,0,"SCUOLA PRIMARIA ""RISO"" VIA MONDELLO N.5",1165,17.6824034335
182,140,0,0,"SCUOLA PRIMARIA ""RAPISARDI"" VIA CALTANISSETTA N.27",792,17.6767676768
117,165,0,0,"SCUOLA PRIMARIA ""LA MASA"" VIA LA MASA GIUSEPPE N.17",934,17.6659528908
255,152,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",861,17.6538908246
511,180,0,0,"SCUOLA PRIMARIA ""GIOVANNI XXIII"" VIA SAMPOLO N.63",1020,17.6470588235
558,152,0,0,"SCUOLA PRIMARIA ""GARZILLI"" VIA ISONZO N.7",863,17.6129779838
310,131,0,0,"DIREZIONE DIDATTICA ""DE GASPERI"" PIAZZA GIOVANNI PAOLO II PAPA N.24",745,17.5838926174
87,152,0,0,"DIREZIONE DIDATTICA ""DE GASPERI"" PIAZZA GIOVANNI PAOLO II PAPA N.24",865,17.5722543353
350,167,0,0,"SCUOLA SECOND.DI I GRADO ""MARCONI"" VIA DI GIORGIO ANTONINO GEN. N.4",951,17.5604626709
183,128,0,0,"SCUOLA PRIMARIA ""RAPISARDI"" VIA CALTANISSETTA N.27",729,17.5582990398
145,127,0,0,"DIREZIONE DIDATTICA ""DE GASPERI"" PIAZZA GIOVANNI PAOLO II PAPA N.24",727,17.4690508941
97,172,0,0,"SCUOLA PRIMARIA ""UMBERTO GIORDANO"" VIA DAIDONE N.24",985,17.461928934
172,177,0,0,"SCUOLA SECOND. DI I GRADO ""PIAZZI"" VIA RUTELLI MARIO N.50",1015,17.4384236453
184,134,0,0,"SCUOLA PRIMARIA ""RAPISARDI"" VIA CALTANISSETTA N.27",770,17.4025974026
554,150,0,0,"SCUOLA PRIMARIA ""GARZILLI"" VIA ISONZO N.7",862,17.4013921114
168,149,0,0,"SCUOLA PRIMARIA ""UMBERTO GIORDANO"" VIA DAIDONE N.24",857,17.3862310385
141,121,0,0,"SCUOLA SECOND.I GRADO ""V.E.ORLANDO"" VIA LUSSEMBURGO N.103",698,17.335243553
422,146,0,0,"SCUOLA SECOND.DI I GRADO ""MARCONI"" VIA DI GIORGIO ANTONINO GEN. N.4",843,17.3190984579
495,134,0,0,"SCUOLA SECOND.I GRADO ""A.GRAMSCI"" VIA ARCOLEO GIUSEPPE N.78",774,17.3126614987
312,167,0,0,"SCUOLA SEC. 1Ã?Â° GRADO ""ASTORINO"" VIA ASTORINO GERARDO N.21",965,17.3056994819
394,210,0,0,"SCUOLA PRIMARIA ""RISO"" VIA MONDELLO N.5",1222,17.1849427169
218,219,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",1277,17.1495693031
464,149,0,0,"SCUOLA PRIMARIA ""GARZILLI"" VIA ISONZO N.7",869,17.1461449942
171,175,0,0,"SCUOLA SECOND.I GRADO ""GENTILI"" VIA LO JACONO FRANCESCO N.1",1021,17.1400587659
142,185,0,0,"SCUOLA SECOND.I GR.""GARIBALDI"" VIA DELLE CROCI N.5",1080,17.1296296296
116,157,0,0,"SCUOLA PRIMARIA ""LA MASA"" VIA LA MASA GIUSEPPE N.17",919,17.0837867247
52,138,0,0,"SCUOLA SECOND.I GR. ""LEONARDO DA VINCI"" VIA DI GIORGI FERDINANDO N.48",808,17.0792079208
104,162,0,0,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",949,17.0706006322
518,161,0,0,"SCUOLA SECOND.I GR.""GARIBALDI"" VIA DELLE CROCI N.5",945,17.037037037
70,135,0,0,"SCUOLA PRIMARIA ""MONTEGRAPPA"" VIA ROCCELLA GUSTAVO N.37",793,17.0239596469
102,147,0,0,"SCUOLA SECOND.I GRADO ""DANTE ALIGHIERI"" VIA MARTURANO RUGGERO N.79",864,17.0138888889
60,148,0,0,"SCUOLA SECOND.I GRADO ""GENTILI"" VIA LO JACONO FRANCESCO N.1",871,16.9919632606
445,155,0,0,"SCUOLA PRIMARIA ""BENTIVEGNA"" VIA S.LORENZO N.85",914,16.9584245077
201,145,0,0,"SCUOLA PRIMARIA ""NICOLO' TURRISI"" PZZA ORLANDO VITTORIO EMANUELE N.3",857,16.9194865811
122,161,0,0,"SCUOLA PRIMARIA ""LA MASA"" VIA LA MASA GIUSEPPE N.17",952,16.9117647059
39,163,0,0,"SCUOLA PRIMARIA ""GABELLI"" VIA EUGENIO L'EMIRO N.30",964,16.9087136929
369,154,0,0,SCUOLA DELL'INFANZIA ZS 10 VIA PALAZZOTTO F.P. E G.B. N. 5,914,16.8490153173
278,136,0,0,"ISTITUTO COMPRENSIVO ""FALCONE"" VIA BASILE ERNESTO N.170",810,16.7901234568
396,190,0,0,"SCUOLA PRIMARIA ""ROSARIO GREGORIO"" VIA MARINAI ALLIATA N.33",1132,16.7844522968
91,191,0,0,"SCUOLA PRIMARIA ""PASCOLI"" VIA NETTUNO N.7",1142,16.7250437828
472,152,0,0,"SCUOLA SECOND.I GR.""TOMASI DI LAMPEDUSA"" VIALE LEONARDO DA VINCI N.504",909,16.7216721672
530,146,0,0,"SCUOLA SECOND. DI I GRADO ""PIAZZI"" VIA RUTELLI MARIO N.50",874,16.704805492
237,184,0,0,"SCUOLA PRIMARIA ""GABELLI"" VIA EUGENIO L'EMIRO N.30",1106,16.6365280289
411,158,0,0,"SCUOLA PRIMARIA ""BENTIVEGNA"" VIA S.LORENZO N.85",950,16.6315789474
210,159,0,0,"SCUOLA PRIMARIA ""SAN LORENZO"" VIA S.LORENZO N.89",958,16.5970772443
22,153,0,0,"SCUOLA SECOND.I GR.E PRIM.""VERDI"" VIA CASELLA ALFREDO N.35",926,16.5226781857
469,143,0,0,"SCUOLA PRIMARIA ""DONAUDY"" PIAZZA DONAUDY STEFANO N.16",866,16.5127020785
506,118,0,0,"SCUOLA PRIMARIA ""SUNSERI"" VIA SUNSERI GIUSEPPE N.19",718,16.43454039
432,127,0,0,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56",773,16.4294954722
18,143,0,0,"SCUOLA PRIMARIA ""UMBERTO GIORDANO"" VIA DAIDONE N.24",872,16.3990825688
462,167,0,0,"SCUOLA SECOND.I GR.""LEONARDO DA VINCI"" VIA SERRADIFALCO N.190",1022,16.3405088063
253,120,0,0,"SCUOLA PRIM.E DELL'INF.""BAVIERA"" VIA BAVIERA GIOVANNI N.22",735,16.3265306122
38,127,0,0,"SCUOLA PRIMARIA ""DE STEFANO"" VIA DE STEFANO ANTONINO N.1/C",779,16.3029525032
313,156,0,0,"SCUOLA ELEMENTARE ""CASTROGIOVANNI"" VIA CRISTODULO AMMMIRAGLIO N.3",958,16.2839248434
181,121,0,0,"SCUOLA PRIMARIA ""RAGUSA MOLETI"" VIA RAGUSA MOLETI N.8",748,16.1764705882
557,145,0,0,"SCUOLA PRIMARIA ""TRINACRIA"" VIA TRINACRIA N.1",897,16.1649944259
33,157,0,0,"SCUOLA PRIMARIA ""GIOVANNI XXIII"" VIA SAMPOLO N.63",975,16.1025641026
194,151,0,0,"SCUOLA PRIMARIA ""NICOLO' TURRISI"" PZZA ORLANDO VITTORIO EMANUELE N.3",938,16.0980810235
499,150,0,0,"SCUOLA SECOND.I GR.E PRIM.""VERDI"" VIA CASELLA ALFREDO N.35",932,16.0944206009
178,171,0,0,"SCUOLA PRIMARIA ""ALMEJDA - PITRE'"" VIA DAMIANI ALMEJDA N.27",1064,16.0714285714
30,157,0,0,"SCUOLA SECOND.I GR.""LEONARDO DA VINCI"" VIA SERRADIFALCO N.190",980,16.0204081633
435,130,0,0,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56",813,15.9901599016
375,186,0,0,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4",1165,15.9656652361
213,137,0,0,"SCUOLA PRIMARIA ""COLLODI"" VIA BRIUCCIA N.89",859,15.9487776484
494,174,0,0,"SCUOLA PRIMARIA ""SAN DOMENICO SAVIO"" VIALE DELLA RESURREZIONE N.1",1092,15.9340659341
90,146,0,0,"SCUOLA PRIMARIA ""SALGARI"" VIA PARATORE GIUSEPPE N.34",917,15.9214830971
84,152,0,0,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A",957,15.8829676071
416,128,0,0,"SCUOLA PRIMARIA ""ROSMINI"" VIA CRUILLAS N.4",807,15.8612143742
542,173,0,0,"SCUOLA PRIMARIA ""GABELLI"" VIA EUGENIO L'EMIRO N.30",1091,15.8570119157
100,154,0,0,"SCUOLA PRIMARIA ""D'ANGELO PAOLO EMILIO"" VIA S.LORENZO N.295",972,15.8436213992
61,171,0,0,"SCUOLA PRIMARIA ""IGNAZIO BUTTITTA"" VIA CIMABUE GIOVANNI N.20",1080,15.8333333333
65,146,0,0,"SCUOLA SECOND.I GR. ""LEONARDO DA VINCI"" VIA DI GIORGI FERDINANDO N.48",923,15.8179848321
198,133,0,0,"SC.SECOND.I GRADO ""DEL FERVORE"" VIA DEL FERVORE N.5",841,15.8145065398
361,141,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",892,15.8071748879
351,115,0,0,"SCUOLA SECOND.I GRADO ""A.GRAMSCI"" VIA ARCOLEO GIUSEPPE N.78",728,15.7967032967
365,120,0,0,"SCUOLA PRIMARIA ""SUNSERI"" VIA SUNSERI GIUSEPPE N.19",761,15.7687253614
252,156,0,0,"SCUOLA PRIMARIA ""BERNINI"" VIA PAPALEO PIETRO N.8",998,15.6312625251
548,144,0,0,"SCUOLA PRIMARIA ""IGNAZIO BUTTITTA"" VIA CIMABUE GIOVANNI N.20",923,15.6013001083
233,138,0,0,"SCUOLA PRIMARIA E DELL'INF.""IEVOLELLA"" VIA SERRADIFALCO N.3",885,15.593220339
268,187,0,0,"SCUOLA PRIMARIA ""SAN DOMENICO SAVIO"" VIALE DELLA RESURREZIONE N.1",1201,15.570358035
397,150,0,0,"SCUOLA PRIMARIA ""SAN DOMENICO SAVIO"" VIALE DELLA RESURREZIONE N.1",966,15.5279503106
32,161,0,0,"SCUOLA PRIMARIA ""D'ANGELO PAOLO EMILIO"" VIA S.LORENZO N.295",1039,15.4956689124
568,175,0,0,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",1130,15.4867256637
364,155,0,0,"SCUOLA PRIMARIA ""GARZILLI"" VIA ISONZO N.7",1002,15.4690618762
78,141,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.2 VIA BARISANO DA TRANI N.7",914,15.4266958425
545,138,0,0,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56",895,15.4189944134
567,166,0,0,"SCUOLA PRIMARIA ""PAULSEN"" P.LE CARPINO FRANCESCO CARD. N.3",1081,15.3561517114
344,138,0,0,SCUOLA DELL'INFANZIA ZS 10 VIA PALAZZOTTO F.P. E G.B. N. 5,899,15.3503893215
459,132,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",861,15.331010453
200,153,0,0,"SCUOLA PRIMARIA ""VERGA"" VIA UDITORE N.21",999,15.3153153153
357,163,0,0,"SCUOLA PRIMARIA ""PAULSEN"" P.LE CARPINO FRANCESCO CARD. N.3",1066,15.2908067542
395,181,0,0,"SCUOLA PRIMARIA ""ROSARIO GREGORIO"" VIA MARINAI ALLIATA N.33",1188,15.2356902357
600,168,0,0,"SCUOLA PRIMARIA ""SAN DOMENICO SAVIO"" VIALE DELLA RESURREZIONE N.1",1103,15.23118767
546,134,0,0,"SCUOLA SECOND.I GR. ""LEONARDO DA VINCI"" VIA DI GIORGI FERDINANDO N.48",881,15.2099886493
391,177,0,0,"SCUOLA PRIMARIA ""PASCOLI"" VIA NETTUNO N.7",1164,15.206185567
385,178,0,0,"SCUOLA PRIMARIA ""TEN. ONORATO"" VIA TACITO N.34",1172,15.1877133106
468,145,0,0,"SCUOLA PRIMARIA ""VITTORINO DA FELTRE"" Corso Calatafimi n. 1035",955,15.1832460733
560,110,0,0,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",726,15.1515151515
9,163,0,0,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4",1077,15.1346332405
381,139,0,0,"SCUOLA PRIMARIA ""ROSMINI"" VIA CRUILLAS N.4",919,15.1251360174
2,105,0,0,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56",697,15.0645624103
295,148,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",984,15.0406504065
56,134,0,0,"SCUOLA PRIMARIA ""SALGARI"" VIA PARATORE GIUSEPPE N.34",891,15.0392817059
471,127,0,0,"SCUOLA PRIMARIA ""ETTORE ARCULEO"" VIA SCHIFANI VITO N.3",845,15.0295857988
386,126,0,0,"SCUOLA PRIMARIA ""TEN. ONORATO"" VIA TACITO N.34",839,15.0178784267
328,138,0,0,"SCUOLA PRIMARIA ""BRAGAGLIA"" VIA BRAGAGLIA MARINELLA N.23",919,15.0163220892
187,123,0,0,"SC.SECOND.I GRADO ""DEL FERVORE"" VIA DEL FERVORE N.5",820,15.0
466,156,0,0,"SCUOLA PRIMARIA ""ROSARIO GREGORIO"" VIA MARINAI ALLIATA N.33",1041,14.9855907781
505,131,0,0,"SCUOLA PRIMARIA ""RAGUSA MOLETI"" VIA RAGUSA MOLETI N.8",876,14.9543378995
46,144,0,0,"SCUOLA PRIMARIA ""D'ANGELO PAOLO EMILIO"" VIA S.LORENZO N.295",964,14.9377593361
549,106,0,0,"SCUOLA PRIMARIA ""RAGUSA MOLETI"" VIA RAGUSA MOLETI N.8",710,14.9295774648
124,123,0,0,"SCUOLA PRIMARIA ""ETTORE ARCULEO"" VIA SCHIFANI VITO N.3",824,14.927184466
197,124,0,0,"SC.SECOND.I GRADO ""DEL FERVORE"" VIA DEL FERVORE N.5",831,14.9217809868
225,138,0,0,"SCUOLA PRIMARIA ""ROSOLINO PILO"" VIA LA FRANCA SEBASTIANO N.70",925,14.9189189189
58,154,0,0,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",1035,14.8792270531
40,164,0,0,"SCUOLA PRIM.E DELL'INFANZ.""BONANNO"" VIA PITRE' GIUSEPPE N.183",1104,14.8550724638
491,157,0,0,"SCUOLA PRIMARIA ""PAULSEN"" P.LE CARPINO FRANCESCO CARD. N.3",1059,14.8253068933
314,146,0,0,"SCUOLA DELL'INFANZIA""PASS.DEI PICCIOTTI"" PASSAGGIO DEI PICCIOTTI N.3",989,14.7623862487
343,143,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",972,14.7119341564
589,112,0,0,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",763,14.6788990826
543,126,0,0,"SCUOLA PRIMARIA ""DONAUDY"" PIAZZA DONAUDY STEFANO N.16",860,14.6511627907
478,160,0,0,"SCUOLA PRIMARIA ""BENTIVEGNA"" VIA S.LORENZO N.85",1093,14.6386093321
276,118,0,0,"SCUOLA PRIMARIA ""MEDAGLIE D'ORO"" VIA DEODATO PIER LUIGI N.7",807,14.6220570012
321,140,0,0,"SCUOLA DELL'INFANZIA""PASS.DEI PICCIOTTI"" PASSAGGIO DEI PICCIOTTI N.3",958,14.6137787056
248,151,0,0,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",1035,14.5893719807
370,135,0,0,"SCUOLA PRIM.E DELL'INFANZ.""BONANNO"" VIA PITRE' GIUSEPPE N.183",926,14.5788336933
451,140,0,0,"SCUOLA SECOND.I GR.""TOMASI DI LAMPEDUSA"" VIALE LEONARDO DA VINCI N.504",961,14.5681581686
409,136,0,0,"SCUOLA PRIMARIA ""SAN LORENZO"" VIA S.LORENZO N.89",935,14.5454545455
514,108,0,0,"SCUOLA PRIM.E DELL'INFANZ.""LAMBRUSCHINI"" VIA DON GIOVANNI MINZONI N.1",743,14.535666218
414,152,0,0,"SCUOLA SEC. 1Ã?Â° GRADO ""ASTORINO"" VIA ASTORINO GERARDO N.21",1049,14.4899904671
193,135,0,0,"SCUOLA PRIMARIA ""NICOLO' TURRISI"" PZZA ORLANDO VITTORIO EMANUELE N.3",933,14.4694533762
217,148,0,0,"DIREZIONE DIDATTICA ""CAPUANA"" VIA NARBONE ALESSIO N.55",1023,14.4672531769
